-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 08/01/2024 
Location: Latitude  27.7178   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M        MERRA-2 Temperature at 2 Meters (C) 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M       MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M       MERRA-2 Relative Humidity at 2 Meters (%) 
PS         MERRA-2 Surface Pressure (kPa) 
WS10M      MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M      MERRA-2 Wind Direction at 10 Meters (Degrees) 
PSC        MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC        MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: 20-m broadleaf-deciduous trees (75% coverage) (vegtype_2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PS,WS10M,WD10M,PSC,WSC
2024,5,12,18,26.26,19.19,15.01,64.62,92.36,0.96,182.33,94.07,1.35
2024,5,12,19,25.06,19.19,15.01,69.44,92.42,0.72,135.44,94.15,1.04
2024,5,12,20,24.23,19.0,14.83,72.12,92.5,0.99,110.29,94.23,1.46
2024,5,12,21,23.4,18.87,14.71,75.31,92.53,1.25,95.03,94.27,1.91
2024,5,12,22,22.62,18.67,14.53,78.06,92.54,1.57,78.8,94.29,2.54
2024,5,12,23,22.01,18.46,14.4,80.06,92.52,1.79,68.71,94.26,3.07
2024,5,13,0,21.57,18.31,14.28,81.56,92.5,1.86,60.52,94.24,3.34
2024,5,13,1,21.16,18.19,14.16,83.06,92.46,1.93,52.57,94.21,3.55
2024,5,13,2,20.93,18.15,14.16,84.0,92.43,1.97,47.25,94.18,3.67
2024,5,13,3,20.86,18.04,14.04,83.75,92.44,2.0,48.65,94.19,3.73
2024,5,13,4,20.93,17.87,13.85,82.56,92.45,2.0,53.09,94.2,3.66
2024,5,13,5,20.89,17.58,13.61,81.19,92.5,2.04,55.94,94.25,3.55
2024,5,13,6,22.53,18.04,13.98,75.38,92.55,2.1,57.02,94.29,3.24
2024,5,13,7,24.92,17.83,13.73,64.25,92.6,1.96,81.74,94.33,2.08
2024,5,13,8,26.9,17.98,13.85,57.69,92.62,1.58,133.19,94.33,1.62
2024,5,13,9,28.33,17.77,13.73,52.5,92.63,1.35,163.55,94.34,1.2
2024,5,13,10,29.58,17.52,13.55,48.12,92.58,1.46,193.96,94.28,1.21
2024,5,13,11,30.54,17.33,13.37,45.12,92.54,1.84,214.63,94.24,1.62
2024,5,13,12,31.26,17.13,13.24,42.81,92.45,2.14,224.56,94.14,1.96
2024,5,13,13,31.65,16.95,13.12,41.44,92.36,2.21,228.87,94.04,2.08
2024,5,13,14,31.77,16.79,13.0,40.75,92.28,2.11,232.96,93.97,2.04
2024,5,13,15,31.44,16.58,12.82,40.94,92.23,2.03,239.49,93.91,2.04
2024,5,13,16,30.9,16.3,12.63,41.5,92.19,1.9,249.25,93.88,1.98
2024,5,13,17,30.01,16.18,12.51,43.25,92.22,1.71,259.72,93.91,1.89
2024,5,13,18,28.27,17.53,13.55,51.88,92.26,1.1,263.88,93.96,1.59
2024,5,13,19,26.7,17.44,13.43,56.44,92.34,0.6,282.04,94.05,0.92
2024,5,13,20,26.28,17.11,13.18,56.69,92.42,0.31,4.4,94.13,0.51
2024,5,13,21,25.36,16.96,13.0,59.25,92.46,0.82,57.07,94.18,1.13
2024,5,13,22,24.51,16.78,12.88,61.62,92.48,1.36,66.97,94.21,1.91
2024,5,13,23,23.65,16.76,12.88,64.81,92.5,1.73,67.48,94.23,2.49
2024,5,14,0,23.0,16.73,12.82,67.31,92.49,1.94,65.5,94.23,2.85
2024,5,14,1,22.56,16.69,12.82,69.0,92.47,2.05,63.53,94.21,3.08
2024,5,14,2,22.25,16.65,12.76,70.12,92.44,2.09,60.95,94.18,3.17
2024,5,14,3,22.12,16.55,12.7,70.31,92.43,2.06,65.09,94.17,3.13
2024,5,14,4,22.05,16.44,12.63,70.06,92.42,2.04,71.43,94.16,3.07
2024,5,14,5,21.89,16.27,12.45,70.0,92.46,2.02,77.74,94.2,3.01
2024,5,14,6,23.65,17.55,13.49,68.12,92.51,1.88,80.93,94.25,2.88
2024,5,14,7,26.59,16.9,13.0,55.0,92.56,2.17,112.03,94.28,2.46
2024,5,14,8,28.78,16.76,12.88,48.06,92.6,2.23,149.76,94.31,2.31
2024,5,14,9,30.2,16.59,12.76,43.94,92.62,1.86,171.05,94.32,1.74
2024,5,14,10,31.15,16.45,12.7,41.31,92.58,1.78,188.09,94.27,1.57
2024,5,14,11,31.89,16.32,12.57,39.31,92.54,2.03,198.16,94.22,1.83
2024,5,14,12,32.42,16.12,12.45,37.69,92.45,2.15,204.89,94.13,2.0
2024,5,14,13,32.58,15.97,12.33,37.0,92.38,2.04,212.17,94.06,1.96
2024,5,14,14,32.65,15.78,12.21,36.44,92.3,1.79,220.22,93.98,1.79
2024,5,14,15,32.36,15.55,12.02,36.5,92.26,1.5,225.0,93.94,1.58
2024,5,14,16,31.62,15.36,11.9,37.56,92.25,1.01,230.02,93.93,1.14
2024,5,14,17,30.7,15.76,12.21,40.56,92.27,0.29,244.13,93.96,0.43
2024,5,14,18,29.13,17.56,13.61,49.5,92.32,0.45,54.12,94.02,0.72
2024,5,14,19,27.04,18.33,14.22,58.5,92.37,1.31,56.21,94.08,2.24
2024,5,14,20,26.23,17.79,13.73,59.31,92.44,1.83,59.5,94.15,3.35
2024,5,14,21,25.47,17.44,13.43,60.69,92.47,2.13,56.84,94.2,3.99
2024,5,14,22,24.69,17.23,13.24,62.75,92.48,2.31,52.01,94.2,4.39
2024,5,14,23,24.16,17.04,13.06,63.94,92.46,2.42,48.01,94.19,4.63
2024,5,15,0,23.76,16.92,13.0,65.06,92.42,2.49,45.0,94.15,4.76
2024,5,15,1,23.4,16.82,12.94,66.06,92.38,2.53,43.0,94.11,4.8
2024,5,15,2,23.18,16.66,12.82,66.31,92.35,2.5,42.6,94.08,4.63
2024,5,15,3,22.98,16.55,12.7,66.62,92.34,2.37,48.07,94.07,4.11
2024,5,15,4,23.0,16.35,12.51,65.69,92.37,2.23,55.25,94.1,3.58
2024,5,15,5,23.11,16.2,12.39,64.69,92.42,2.14,62.41,94.16,3.31
2024,5,15,6,24.7,17.58,13.55,64.12,92.49,1.81,69.21,94.22,3.1
2024,5,15,7,27.69,16.43,12.63,50.12,92.57,2.14,99.02,94.29,2.52
2024,5,15,8,29.97,16.53,12.7,44.31,92.65,2.65,146.54,94.35,2.86
2024,5,15,9,31.36,16.77,12.94,41.62,92.68,2.56,164.05,94.37,2.62
2024,5,15,10,32.23,16.83,13.0,39.81,92.68,2.32,172.85,94.37,2.3
2024,5,15,11,33.01,16.83,13.0,38.12,92.66,2.08,176.99,94.34,2.04
2024,5,15,12,33.63,16.73,12.94,36.56,92.59,1.81,178.02,94.27,1.78
2024,5,15,13,34.1,16.56,12.82,35.31,92.52,1.54,175.65,94.19,1.54
2024,5,15,14,34.1,16.36,12.63,34.81,92.44,1.32,166.29,94.11,1.35
2024,5,15,15,33.75,16.2,12.51,35.19,92.4,1.09,146.65,94.08,1.14
2024,5,15,16,32.93,16.19,12.51,36.81,92.39,0.99,115.35,94.07,1.01
2024,5,15,17,31.8,16.64,12.88,40.31,92.41,1.21,81.45,94.1,1.41
2024,5,15,18,29.87,18.65,14.53,50.75,92.46,1.35,63.43,94.16,2.5
2024,5,15,19,28.26,18.63,14.47,55.56,92.53,1.89,56.64,94.24,3.65
2024,5,15,20,27.27,18.45,14.28,58.12,92.58,2.23,55.25,94.3,4.23
2024,5,15,21,26.43,18.36,14.22,60.69,92.61,2.28,55.33,94.33,4.27
2024,5,15,22,25.76,18.3,14.16,62.94,92.61,2.23,52.97,94.34,4.16
2024,5,15,23,25.28,18.28,14.16,64.69,92.59,2.19,48.47,94.31,4.07
2024,5,16,0,24.83,18.14,14.04,65.88,92.55,2.16,44.27,94.28,3.97
2024,5,16,1,24.52,17.87,13.79,65.94,92.5,2.14,42.03,94.23,3.83
2024,5,16,2,24.19,17.42,13.43,65.44,92.47,2.14,41.3,94.2,3.76
2024,5,16,3,23.96,16.89,12.94,64.12,92.44,2.12,42.32,94.17,3.51
2024,5,16,4,24.02,16.46,12.63,62.19,92.45,2.02,43.9,94.18,3.11
2024,5,16,5,24.06,16.06,12.27,60.5,92.47,1.93,44.02,94.21,2.84
2024,5,16,6,25.36,17.41,13.37,61.0,92.53,1.66,42.53,94.25,2.73
2024,5,16,7,28.51,15.96,12.27,46.44,92.58,1.08,52.96,94.28,0.94
2024,5,16,8,31.08,16.4,12.63,41.38,92.63,1.38,225.46,94.32,1.44
2024,5,16,9,32.58,16.38,12.63,37.94,92.62,2.18,246.29,94.31,2.17
2024,5,16,10,33.74,16.04,12.39,34.81,92.59,2.64,253.66,94.27,2.64
2024,5,16,11,34.73,15.68,12.08,32.25,92.53,2.94,256.18,94.2,2.98
2024,5,16,12,35.41,15.35,11.84,30.38,92.44,3.16,258.02,94.11,3.24
2024,5,16,13,35.8,14.98,11.6,29.0,92.34,3.23,260.54,94.0,3.36
2024,5,16,14,35.76,14.48,11.23,28.19,92.23,3.22,262.18,93.89,3.41
2024,5,16,15,35.37,13.94,10.86,27.81,92.14,3.23,264.59,93.8,3.53
2024,5,16,16,34.6,13.33,10.44,27.88,92.1,3.14,270.71,93.76,3.56
2024,5,16,17,33.36,13.27,10.44,29.81,92.11,2.69,278.86,93.78,3.32
2024,5,16,18,30.83,16.52,12.82,42.25,92.16,1.44,290.99,93.84,2.42
2024,5,16,19,29.33,16.35,12.63,45.44,92.21,1.02,333.04,93.91,1.54
2024,5,16,20,28.62,15.76,12.15,45.62,92.26,1.24,19.46,93.96,1.75
2024,5,16,21,27.29,16.12,12.39,50.25,92.29,1.86,38.51,94.0,2.71
2024,5,16,22,26.08,16.26,12.51,54.38,92.28,2.29,44.17,94.0,3.5
2024,5,16,23,25.36,16.19,12.45,56.5,92.26,2.41,47.5,93.98,3.79
2024,5,17,0,24.8,16.03,12.33,57.81,92.23,2.39,48.97,93.95,3.74
2024,5,17,1,24.34,15.79,12.15,58.5,92.2,2.31,48.98,93.92,3.52
2024,5,17,2,24.16,15.45,11.84,57.88,92.19,2.15,48.54,93.92,3.07
2024,5,17,3,24.29,15.05,11.6,56.06,92.18,1.94,51.05,93.9,2.69
2024,5,17,4,23.94,14.92,11.47,56.69,92.2,2.0,50.22,93.92,2.86
2024,5,17,5,23.61,14.76,11.35,57.25,92.23,2.08,49.26,93.96,3.05
2024,5,17,6,24.43,16.08,12.33,59.25,92.28,1.9,48.5,94.01,3.07
2024,5,17,7,26.99,15.07,11.6,47.94,92.32,1.79,52.98,94.04,2.19
2024,5,17,8,28.98,13.6,10.62,39.0,92.37,0.44,95.1,94.07,0.3
2024,5,17,9,31.33,12.46,9.83,31.69,92.37,2.0,217.72,94.06,2.17
2024,5,17,10,32.71,12.16,9.64,28.75,92.35,3.02,223.22,94.03,3.13
2024,5,17,11,33.4,11.97,9.52,27.25,92.29,3.4,226.21,93.96,3.52
2024,5,17,12,33.65,11.79,9.4,26.56,92.22,3.29,232.04,93.9,3.42
2024,5,17,13,33.72,11.68,9.34,26.31,92.13,3.02,240.38,93.8,3.16
2024,5,17,14,33.51,11.58,9.34,26.44,92.02,2.82,247.9,93.69,3.0
2024,5,17,15,33.0,11.72,9.4,27.44,91.96,2.57,249.69,93.64,2.85
2024,5,17,16,32.3,11.83,9.46,28.75,91.94,2.15,253.74,93.61,2.56
2024,5,17,17,31.19,13.58,10.62,34.38,91.96,1.25,263.9,93.64,1.76
2024,5,17,18,30.11,15.19,11.78,40.5,91.99,0.48,323.7,93.68,0.69
2024,5,17,19,28.65,14.81,11.47,42.94,92.03,1.14,41.67,93.72,1.56
2024,5,17,20,26.84,15.44,11.9,49.5,92.09,1.93,52.39,93.8,2.82
2024,5,17,21,25.72,15.62,12.02,53.38,92.12,2.33,51.4,93.83,3.6
2024,5,17,22,25.19,15.44,11.9,54.44,92.13,2.43,48.78,93.85,3.87
2024,5,17,23,24.98,15.32,11.78,54.75,92.11,2.42,46.05,93.83,3.89
2024,5,18,0,24.89,15.3,11.78,54.88,92.07,2.34,41.08,93.79,3.67
2024,5,18,1,25.04,15.23,11.72,54.19,92.02,2.16,36.04,93.73,3.22
2024,5,18,2,25.49,14.9,11.47,51.69,91.99,1.8,31.9,93.7,2.52
2024,5,18,3,25.83,14.46,11.17,49.31,91.99,1.52,31.72,93.7,2.04
2024,5,18,4,26.0,14.13,10.99,47.88,92.01,1.37,35.5,93.72,1.86
2024,5,18,5,25.93,14.19,10.99,48.19,92.04,1.37,43.38,93.75,1.88
2024,5,18,6,26.36,15.62,12.02,51.44,92.09,1.32,58.1,93.8,1.97
2024,5,18,7,28.52,14.03,10.93,41.19,92.11,0.89,103.67,93.81,0.84
2024,5,18,8,30.44,12.58,9.95,33.62,92.13,1.17,193.94,93.82,1.18
2024,5,18,9,32.12,12.58,9.95,30.56,92.13,1.81,204.46,93.81,1.74
2024,5,18,10,33.61,13.19,10.38,29.25,92.1,2.47,209.81,93.77,2.41
2024,5,18,11,34.58,13.82,10.8,28.81,92.04,2.53,214.18,93.7,2.47
2024,5,18,12,35.44,14.3,11.17,28.38,91.96,2.21,219.99,93.62,2.16
2024,5,18,13,35.93,14.52,11.29,28.0,91.87,1.86,226.02,93.52,1.83
2024,5,18,14,35.94,14.65,11.41,28.19,91.76,1.57,228.22,93.42,1.56
2024,5,18,15,35.4,14.65,11.41,29.06,91.68,1.42,231.49,93.33,1.45
2024,5,18,16,34.59,14.41,11.29,29.94,91.64,1.04,228.04,93.3,1.14
2024,5,18,17,33.46,14.74,11.54,32.62,91.66,0.51,181.76,93.32,0.59
2024,5,18,18,30.96,17.46,13.61,44.44,91.71,1.0,99.46,93.39,1.58
2024,5,18,19,28.27,17.43,13.55,51.56,91.81,1.98,82.73,93.51,3.61
2024,5,18,20,27.19,16.74,12.94,52.56,91.91,2.5,73.83,93.61,4.84
2024,5,18,21,26.14,16.53,12.76,55.12,91.99,2.74,65.56,93.7,5.28
2024,5,18,22,25.28,16.45,12.7,57.69,92.03,2.7,61.88,93.75,5.03
2024,5,18,23,24.65,16.33,12.57,59.44,92.03,2.65,60.11,93.75,4.69
2024,5,19,0,24.15,16.13,12.39,60.5,92.01,2.62,59.39,93.73,4.52
2024,5,19,1,23.73,15.87,12.21,61.0,91.98,2.62,58.92,93.71,4.48
2024,5,19,2,23.48,15.69,12.08,61.25,91.96,2.59,58.32,93.68,4.39
2024,5,19,3,23.19,15.51,11.96,61.56,91.94,2.63,61.0,93.66,4.43
2024,5,19,4,22.9,15.31,11.78,61.88,91.94,2.65,64.27,93.67,4.44
2024,5,19,5,22.67,15.14,11.66,62.0,91.97,2.64,67.16,93.7,4.41
2024,5,19,6,24.42,16.23,12.51,59.88,92.01,2.39,69.55,93.73,4.14
2024,5,19,7,27.58,15.02,11.6,46.19,92.02,3.26,86.3,93.72,3.92
2024,5,19,8,30.07,13.97,10.93,37.56,92.03,3.31,107.02,93.72,3.64
2024,5,19,9,31.92,13.56,10.62,32.94,92.01,2.88,123.17,93.69,3.03
2024,5,19,10,33.36,13.69,10.74,30.62,91.97,2.91,138.92,93.64,2.93
2024,5,19,11,34.4,14.03,10.99,29.56,91.9,3.05,151.2,93.56,3.0
2024,5,19,12,35.12,14.39,11.23,29.06,91.83,3.2,159.44,93.49,3.14
2024,5,19,13,35.39,14.81,11.54,29.38,91.76,3.38,162.78,93.41,3.36
2024,5,19,14,35.27,15.15,11.84,30.25,91.67,3.41,162.56,93.33,3.49
2024,5,19,15,34.55,15.38,12.02,31.94,91.61,3.15,160.44,93.27,3.35
2024,5,19,16,33.58,15.44,12.02,33.81,91.59,2.64,155.11,93.25,2.93
2024,5,19,17,32.3,15.8,12.33,37.19,91.59,2.11,137.25,93.26,2.53
2024,5,19,18,30.19,17.95,14.04,47.75,91.64,1.47,108.53,93.32,2.53
2024,5,19,19,28.13,18.3,14.28,54.81,91.72,1.76,83.38,93.42,3.3
2024,5,19,20,27.43,17.89,13.92,55.69,91.8,2.01,72.55,93.5,4.05
2024,5,19,21,26.74,17.58,13.67,56.88,91.84,2.19,63.53,93.55,4.46
2024,5,19,22,26.05,17.55,13.61,59.06,91.87,2.45,55.4,93.58,4.91
2024,5,19,23,25.33,17.44,13.49,61.19,91.87,2.73,51.16,93.58,5.27
2024,5,20,0,24.8,17.35,13.43,62.75,91.83,3.03,49.4,93.55,5.51
2024,5,20,1,24.36,17.27,13.37,64.12,91.82,3.28,49.44,93.53,5.7
2024,5,20,2,24.03,17.18,13.31,65.06,91.82,3.39,50.04,93.54,5.77
2024,5,20,3,23.68,16.98,13.12,65.62,91.84,3.52,53.13,93.56,5.9
2024,5,20,4,23.36,16.68,12.88,65.62,91.89,3.6,55.24,93.61,6.0
2024,5,20,5,23.15,16.4,12.63,65.31,91.95,3.6,55.34,93.68,6.01
2024,5,20,6,24.33,16.51,12.7,61.25,92.02,3.94,55.59,93.74,5.62
2024,5,20,7,26.23,15.59,12.02,51.75,92.05,4.35,65.73,93.76,5.14
2024,5,20,8,28.68,13.53,10.56,39.5,92.08,4.25,92.85,93.78,4.9
2024,5,20,9,30.57,13.01,10.25,34.31,92.11,3.73,115.01,93.8,4.14
2024,5,20,10,32.03,13.29,10.44,32.19,92.1,3.46,135.0,93.78,3.65
2024,5,20,11,33.15,13.62,10.68,30.81,92.07,3.33,151.57,93.75,3.37
2024,5,20,12,33.7,13.9,10.86,30.44,92.02,3.24,165.06,93.69,3.2
2024,5,20,13,34.05,14.21,11.11,30.44,91.95,3.22,174.29,93.61,3.18
2024,5,20,14,34.0,14.34,11.17,30.81,91.87,3.13,179.14,93.54,3.13
2024,5,20,15,33.59,14.44,11.29,31.75,91.83,2.86,175.15,93.5,2.93
2024,5,20,16,32.55,14.41,11.23,33.56,91.83,2.41,165.38,93.51,2.55
2024,5,20,17,31.18,14.51,11.29,36.5,91.86,1.99,148.8,93.54,2.21
2024,5,20,18,29.19,16.32,12.63,45.75,91.94,1.47,126.14,93.63,2.31
2024,5,20,19,26.96,17.15,13.24,54.62,92.03,1.65,103.71,93.74,2.92
2024,5,20,20,26.04,16.65,12.82,55.88,92.13,1.83,95.15,93.85,3.54
2024,5,20,21,25.27,16.29,12.51,57.12,92.18,1.91,90.0,93.9,3.75
2024,5,20,22,24.64,16.14,12.39,58.75,92.2,1.92,86.03,93.93,3.72
2024,5,20,23,24.05,16.01,12.27,60.38,92.2,1.95,82.87,93.93,3.7
2024,5,21,0,23.57,15.93,12.21,61.81,92.17,1.93,77.87,93.9,3.64
2024,5,21,1,23.26,15.83,12.15,62.56,92.15,1.93,72.08,93.89,3.6
2024,5,21,2,22.97,15.73,12.08,63.31,92.15,1.9,66.71,93.88,3.47
2024,5,21,3,22.63,15.59,11.96,64.0,92.14,1.93,65.1,93.87,3.46
2024,5,21,4,22.27,15.41,11.84,64.69,92.14,2.01,65.92,93.88,3.57
2024,5,21,5,22.15,15.31,11.78,64.75,92.18,2.03,66.4,93.91,3.65
2024,5,21,6,23.87,15.82,12.15,60.25,92.21,2.39,66.28,93.94,3.48
2024,5,21,7,26.05,15.45,11.9,51.81,92.26,2.75,92.28,93.97,3.18
2024,5,21,8,27.97,15.45,11.9,46.44,92.29,2.48,113.01,94.0,2.78
2024,5,21,9,29.41,15.65,12.08,43.31,92.29,2.12,128.43,93.98,2.32
2024,5,21,10,30.51,15.98,12.33,41.56,92.26,2.07,134.39,93.95,2.17
2024,5,21,11,31.56,16.17,12.51,39.62,92.21,2.12,136.65,93.9,2.2
2024,5,21,12,32.51,16.31,12.63,37.94,92.12,2.21,142.6,93.8,2.27
2024,5,21,13,33.2,16.43,12.76,36.81,92.03,2.36,149.95,93.7,2.39
2024,5,21,14,33.4,16.47,12.82,36.44,91.96,2.47,156.75,93.63,2.53
2024,5,21,15,33.23,16.34,12.7,36.56,91.9,2.6,157.75,93.57,2.69
2024,5,21,16,32.69,16.04,12.45,36.94,91.87,2.62,156.11,93.54,2.75
2024,5,21,17,31.64,15.86,12.33,38.75,91.89,2.52,149.46,93.57,2.79
2024,5,21,18,29.7,17.3,13.43,47.19,91.94,1.83,137.25,93.63,2.85
2024,5,21,19,27.36,18.01,13.98,56.31,92.03,1.84,120.05,93.73,3.24
2024,5,21,20,26.52,17.58,13.61,57.56,92.11,2.04,112.54,93.83,3.82
2024,5,21,21,25.89,17.35,13.37,58.88,92.17,2.07,105.56,93.88,3.93
2024,5,21,22,25.26,17.18,13.24,60.44,92.22,2.07,92.59,93.94,3.92
2024,5,21,23,24.69,17.08,13.12,62.12,92.24,2.15,78.69,93.97,4.1
2024,5,22,0,24.13,17.04,13.12,64.06,92.23,2.24,70.62,93.96,4.31
2024,5,22,1,23.67,17.01,13.12,65.81,92.22,2.31,65.25,93.95,4.45
2024,5,22,2,23.26,17.01,13.12,67.44,92.21,2.32,59.04,93.94,4.42
2024,5,22,3,22.94,16.93,13.06,68.44,92.2,2.34,55.62,93.94,4.36
2024,5,22,4,22.68,16.83,12.94,69.12,92.22,2.32,53.63,93.95,4.16
2024,5,22,5,22.65,16.73,12.88,68.75,92.23,2.28,53.37,93.97,3.92
2024,5,22,6,25.06,17.26,13.31,61.5,92.27,2.42,57.23,93.99,3.42
2024,5,22,7,28.01,16.69,12.88,49.94,92.31,2.69,97.0,94.01,3.17
2024,5,22,8,30.33,16.99,13.12,44.69,92.32,3.59,134.65,94.02,4.01
2024,5,22,9,31.65,17.43,13.55,42.62,92.33,3.95,141.66,94.01,4.31
2024,5,22,10,32.48,17.57,13.67,41.12,92.28,4.28,140.33,93.96,4.66
2024,5,22,11,33.07,17.42,13.55,39.44,92.21,4.62,139.25,93.88,5.03
2024,5,22,12,33.54,17.29,13.49,38.12,92.11,4.96,139.34,93.78,5.43
2024,5,22,13,33.69,17.25,13.43,37.69,92.01,5.26,139.16,93.68,5.8
2024,5,22,14,33.61,17.12,13.37,37.56,91.92,5.56,138.13,93.58,6.19
2024,5,22,15,32.94,16.98,13.24,38.62,91.86,5.77,136.21,93.53,6.48
2024,5,22,16,31.96,16.95,13.18,40.75,91.85,5.65,133.32,93.52,6.45
2024,5,22,17,30.66,17.0,13.24,43.88,91.87,5.24,128.95,93.55,6.23
2024,5,22,18,28.99,17.33,13.43,49.19,91.93,4.14,123.45,93.63,5.79
2024,5,22,19,26.98,17.72,13.73,56.5,92.01,2.76,118.38,93.71,5.34
2024,5,22,20,26.12,17.67,13.67,59.25,92.09,2.51,114.89,93.8,5.05
2024,5,22,21,25.4,17.63,13.61,61.69,92.15,2.06,114.43,93.87,4.13
2024,5,22,22,24.88,17.64,13.61,63.62,92.17,1.58,103.14,93.89,2.9
2024,5,22,23,24.37,17.53,13.55,65.19,92.17,1.57,78.52,93.89,2.65
2024,5,23,0,23.79,17.41,13.43,67.0,92.14,1.79,59.64,93.87,2.97
2024,5,23,1,23.27,17.3,13.37,68.62,92.11,1.92,46.97,93.84,3.18
2024,5,23,2,23.0,17.19,13.31,69.38,92.09,1.96,37.87,93.82,3.23
2024,5,23,3,22.73,17.07,13.18,70.0,92.11,2.08,38.9,93.84,3.53
2024,5,23,4,22.53,16.91,13.06,70.12,92.14,2.21,42.71,93.87,3.82
2024,5,23,5,22.49,16.82,12.94,69.88,92.16,2.25,44.01,93.9,3.79
2024,5,23,6,24.91,17.44,13.49,62.75,92.2,2.32,47.6,93.92,3.39
2024,5,23,7,27.86,17.07,13.18,51.62,92.22,2.58,76.34,93.93,3.0
2024,5,23,8,30.25,16.94,13.12,44.75,92.23,3.25,112.49,93.93,3.75
2024,5,23,9,31.69,16.87,13.06,41.12,92.21,3.82,128.93,93.89,4.23
2024,5,23,10,32.69,16.98,13.18,39.19,92.16,4.14,139.67,93.84,4.45
2024,5,23,11,33.48,17.11,13.31,37.81,92.12,4.23,147.51,93.79,4.44
2024,5,23,12,33.97,17.22,13.43,37.06,92.04,4.04,152.34,93.7,4.18
2024,5,23,13,34.26,17.26,13.49,36.5,91.95,3.73,153.92,93.61,3.86
2024,5,23,14,34.14,17.2,13.43,36.69,91.85,3.36,154.21,93.51,3.5
2024,5,23,15,33.71,17.06,13.31,37.19,91.78,3.05,149.49,93.44,3.23
2024,5,23,16,33.0,16.79,13.12,38.06,91.74,2.87,143.54,93.41,3.12
2024,5,23,17,31.9,16.68,13.0,40.19,91.76,2.67,136.18,93.43,3.0
2024,5,23,18,30.05,17.69,13.79,47.44,91.79,1.87,126.68,93.48,2.76
2024,5,23,19,27.74,18.66,14.59,57.31,91.88,1.5,110.14,93.58,2.55
2024,5,23,20,26.9,18.37,14.34,59.12,91.95,1.58,97.09,93.66,2.75
2024,5,23,21,26.27,18.1,14.04,60.31,92.01,1.68,91.86,93.72,2.96
2024,5,23,22,25.65,17.91,13.92,61.81,92.02,1.78,88.49,93.74,3.15
2024,5,23,23,25.12,17.76,13.73,63.19,92.03,1.87,85.69,93.74,3.32
2024,5,24,0,24.62,17.66,13.67,64.69,92.0,1.93,82.79,93.72,3.44
2024,5,24,1,24.24,17.6,13.61,66.0,91.99,1.96,78.73,93.71,3.51
2024,5,24,2,23.9,17.53,13.55,67.06,91.98,2.0,73.9,93.71,3.57
2024,5,24,3,23.49,17.45,13.49,68.38,91.97,2.1,68.2,93.7,3.82
2024,5,24,4,23.16,17.34,13.43,69.31,91.99,2.22,60.73,93.72,4.07
2024,5,24,5,22.99,17.27,13.37,69.75,92.03,2.29,54.14,93.76,4.18
2024,5,24,6,25.08,17.57,13.61,62.56,92.07,2.91,50.55,93.79,3.83
2024,5,24,7,27.87,17.51,13.55,53.0,92.1,2.68,78.89,93.8,3.09
2024,5,24,8,30.18,17.28,13.43,45.88,92.12,2.41,110.25,93.81,2.79
2024,5,24,9,32.02,17.08,13.31,40.94,92.09,2.19,131.09,93.77,2.43
2024,5,24,10,33.6,16.87,13.12,37.0,92.04,2.19,153.07,93.71,2.25
2024,5,24,11,34.9,16.69,13.0,34.0,91.96,2.4,170.63,93.62,2.32
2024,5,24,12,35.87,16.41,12.76,31.69,91.87,2.61,182.06,93.52,2.5
2024,5,24,13,36.44,16.09,12.51,30.12,91.78,2.72,190.28,93.43,2.61
2024,5,24,14,36.55,15.72,12.27,29.19,91.68,2.69,196.86,93.33,2.62
2024,5,24,15,36.25,15.37,11.96,29.06,91.61,2.52,199.16,93.26,2.5
2024,5,24,16,35.54,15.02,11.72,29.56,91.57,2.22,200.6,93.22,2.26
2024,5,24,17,34.37,14.87,11.6,31.25,91.56,1.83,202.85,93.22,1.95
2024,5,24,18,32.58,16.83,13.12,39.0,91.6,1.11,204.58,93.26,1.53
2024,5,24,19,31.14,16.65,13.0,41.88,91.67,0.8,202.53,93.35,1.09
2024,5,24,20,30.73,16.26,12.63,41.75,91.76,0.56,181.59,93.44,0.76
2024,5,24,21,29.87,16.21,12.57,43.69,91.83,0.52,135.6,93.51,0.7
2024,5,24,22,28.65,16.42,12.7,47.44,91.89,0.87,83.32,93.58,1.17
2024,5,24,23,27.04,16.42,12.7,52.0,91.9,1.59,61.16,93.6,2.31
2024,5,25,0,25.85,16.65,12.88,56.5,91.86,2.06,52.87,93.57,3.2
2024,5,25,1,25.12,16.48,12.7,58.31,91.82,2.25,48.95,93.53,3.82
2024,5,25,2,24.51,16.33,12.63,59.94,91.77,2.33,46.36,93.48,4.16
